,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Freq,Word2_Freq
1531,peculiar,singular,3,3,7.55,1.27
1532,remarkable,singular,4,3,12.57,1.27
1533,extraordinary,singular,5,3,15.12,1.27
1534,unique,singular,2,3,13.65,1.27
1535,double,treble,2,2,62.71,0.18
1536,metaphorical,allegorical,5,5,0.27,0.16
1537,metaphorical,figurative,5,4,0.27,0.08
1538,charming,pleasing,2,2,28.12,1.55
1539,desirable,pleasing,4,2,1.94,1.55
1540,nice,pleasing,1,2,649.51,1.55
1541,agreeable,pleasing,4,2,1.59,1.55
1542,charming,amiable,2,4,28.12,0.59
1543,virtuous,exemplary,3,4,1.73,0.86
1544,meditative,contemplative,4,4,0.22,0.1
1545,meditative,reflective,4,3,0.22,0.61
1546,gritty,dirty,2,2,0.45,66.45
1547,grubby,dirty,2,2,0.57,66.45
1548,functional,official,3,3,2.73,24
1549,pure,unadulterated,1,6,24.92,0.39
1550,pure,spotless,1,2,24.92,1.18
1551,pure,stainless,1,2,24.92,0.73
1552,pure,guiltless,1,2,24.92,0.14
1553,pure,real,1,1,24.92,442.8
1554,positive,real,3,1,31.63,442.8
1555,intrinsic,real,3,1,0.2,442.8
1556,pleased,satisfied,1,3,28.53,15.51
1557,efficient,potent,3,2,4.96,1.49
1558,dangerous,hazardous,3,3,74.84,1.84
1559,dangerous,nasty,3,2,74.84,22.57
1560,vindictive,nasty,3,2,1.06,22.57
1561,dirty,nasty,2,2,66.45,22.57
1562,dangerous,delicate,3,3,74.84,9.51
1563,airy,delicate,2,3,0.31,9.51
1564,dangerous,perilous,3,3,74.84,0.78
1565,dangerous,nice,3,1,74.84,649.51
1566,gracious,nice,2,1,7.16,649.51
1567,elegant,nice,3,1,6.27,649.51
1568,accurate,nice,3,1,7.84,649.51
1569,neat,nice,1,1,12.45,649.51
1570,pleasant,nice,2,1,21.02,649.51
1571,lawful,legal,2,2,2.18,35.71
1572,lawful,legitimate,2,4,2.18,7.53
1573,natural,legitimate,3,4,42.35,7.53
1574,lawful,constitutional,2,5,2.18,2.2
1575,smooth,liquid,1,2,18.27,7.75
1576,watery,liquid,3,2,0.71,7.75
1577,clear,readable,1,3,171.82,0.18
1578,clear,acute,1,2,171.82,2.94
1579,intense,acute,2,2,10.2,2.94
1580,clear,serene,1,2,171.82,1.24
1581,superior,prior,4,2,13,8.27
1582,disabled,lame,3,1,3.47,10.92
1583,disabled,crippled,3,2,3.47,4.12
1584,artistic,aesthetic,3,3,4.92,0.67
1585,cortical,superficial,3,4,0.2,2.9
1586,shallow,superficial,2,4,5.9,2.9
1587,cortical,external,3,3,0.2,2.47
1588,formal,external,2,3,8.31,2.47
1589,objective,external,3,3,7.04,2.47
1590,earnest,sincere,2,2,1.57,5.98
1591,faithful,sincere,2,2,9.12,5.98
1592,earnest,warm,2,1,1.57,52.14
1593,tender,warm,2,1,8.88,52.14
1594,earnest,eager,2,2,1.57,6.86
1595,earnest,solemn,2,2,1.57,2.2
1596,sublime,solemn,2,2,1.45,2.2
1597,main,leading,1,2,42.73,20.86
1598,teen,teenage,1,2,4.1,6.86
1599,sweet,gracious,1,2,145.2,7.16
1600,affable,gracious,3,2,0.12,7.16
1601,kind,gracious,1,2,590.69,7.16
1602,sweet,sugary,1,3,145.2,0.29
1603,curious,inquisitive,3,4,26.22,1
1604,constant,steadfast,2,2,9.92,0.43
1605,constant,unremitting,2,4,9.92,0.06
1606,constant,continuous,2,4,9.92,1.92
1607,constant,determined,2,3,9.92,13.16
1608,upset,determined,2,3,74.51,13.16
1609,constant,immutable,2,4,9.92,0.16
1610,eternal,immutable,3,4,10.73,0.16
1611,constant,solid,2,2,9.92,19.57
1612,substantial,solid,3,2,3.57,19.57
1613,constant,consistent,2,3,9.92,5.75
1614,witty,satirical,2,4,3.2,0.18
1615,obscure,difficult,2,3,2.59,60.16
1616,fastidious,difficult,4,3,0.37,60.16
1617,cumbersome,difficult,3,3,0.29,60.16
1618,obscure,humble,2,2,2.59,9.8
1619,lowly,humble,2,2,1.71,9.8
1620,linear,additive,3,3,0.55,0.22
1621,legitimate,logical,4,3,7.53,7.39
1622,legitimate,genuine,4,3,7.53,8.2
1623,actual,genuine,3,3,17.33,8.2
1624,original,genuine,4,3,28.24,8.2
1625,legitimate,reasonable,4,4,7.53,18.55
1626,crazy,insane,2,2,272.27,38.69
1627,disposed,minded,2,2,1.73,1.39
1628,unchanging,static,3,2,0.16,4.98
1629,electrostatic,static,5,2,0.2,4.98
1630,reliable,sure,4,1,5.9,1099.82
1631,reliable,certain,4,2,5.9,85.37
1632,positive,certain,3,2,31.63,85.37
1633,secure,certain,2,2,24.33,85.37
1634,wonderful,miraculous,3,4,164,2.1
1635,wonderful,grand,3,1,164,63.02
1636,magnificent,grand,4,1,13.22,63.02
1637,glorious,grand,3,1,9.29,63.02
1638,heroic,grand,3,1,4.59,63.02
1639,elevated,grand,4,1,2.49,63.02
1640,luxurious,grand,4,1,1.12,63.02
1641,deluxe,grand,2,1,1.92,63.02
1642,wonderful,strange,3,1,164,86.43
1643,monstrous,strange,2,1,2.39,86.43
1644,peculiar,strange,3,1,7.55,86.43
1645,singular,strange,3,1,1.27,86.43
1646,uncommon,strange,3,1,2.16,86.43
1647,erratic,strange,3,1,1.67,86.43
1648,whimsical,strange,3,1,0.78,86.43
1649,wonderful,surprising,3,3,164,6.02
1650,slight,frail,1,1,10.18,1.59
1651,uncertain,indefinite,3,4,2.37,0.39
1652,uncertain,equivocal,3,4,2.37,0.16
1653,uncertain,variable,3,4,2.37,0.76
1654,watchful,vigilant,2,3,0.39,0.75
1655,alert,vigilant,2,3,20.61,0.75
1656,overt,public,2,2,0.27,71.08
1657,popular,public,3,2,23.08,71.08
1658,official,public,3,2,24,71.08
1659,elegant,polished,3,2,6.27,2
1660,polite,polished,2,2,13.94,2
1661,refined,polished,2,2,2.02,2
1662,elegant,tasteful,3,2,6.27,1.35
1663,additional,supplemental,4,4,5.88,0.59
1664,additional,supplementary,4,5,5.88,0.25
1665,random,haphazard,2,3,10.24,0.2
1666,disgusting,revolting,3,3,26.61,1.92
1667,disgusting,foul,3,1,26.61,14.47
1668,dirty,foul,2,1,66.45,14.47
1669,deep,muddy,1,2,76.39,3
1670,murky,muddy,2,2,0.61,3
1671,destitute,needy,3,2,0.71,3.04
1672,destitute,penniless,3,3,0.71,1.24
1673,deficient,lacking,3,2,0.55,2.53
1674,deficient,inferior,3,4,0.55,3.06
1675,substandard,inferior,3,4,0.43,3.06
1676,subordinate,inferior,4,4,0.61,3.06
1677,subject,inferior,2,4,36.96,3.06
1678,gray,grayish,1,2,21.12,0.1
1679,speedy,fast,2,1,1.96,137.45
1680,firm,fast,1,1,35.27,137.45
1681,thick,fast,1,1,13.98,137.45
1682,rapid,fast,2,1,4.37,137.45
1683,convivial,social,4,2,0.16,33.39
1684,quick,hasty,1,2,108.67,3.51
1685,quick,impatient,1,3,108.67,4.04
1686,quick,speedy,1,2,108.67,1.96
1687,ready,speedy,2,2,387.8,1.96
1688,actual,absolute,3,3,17.33,11.31
1689,positive,absolute,3,3,31.63,11.31
1690,actual,very,3,2,17.33,1241.25
1691,actual,factual,3,3,17.33,0.53
1692,risky,speculative,2,4,7.71,0.24
1693,theoretical,speculative,5,4,1.86,0.24
1694,total,sum,2,1,37.65,10.25
1695,dubious,questionable,3,4,1.43,2.29
1696,comparable,like,4,1,0.47,3998.96
1697,homogeneous,like,5,1,0.06,3998.96
1698,devout,religious,2,3,0.75,13.86
1699,unnecessary,unneeded,5,3,6.2,0.06
1700,unnecessary,superfluous,5,3,6.2,0.45
1701,ambiguous,indeterminate,4,5,0.73,0.35
1702,open,obvious,2,3,320.41,29.57
1703,apparent,obvious,3,3,4.22,29.57
1704,evident,obvious,3,3,1.33,29.57
1705,open,apparent,2,3,320.41,4.22
1706,ostensible,apparent,4,3,0.06,4.22
1707,top,best,1,1,133.43,404.37
1708,top,better,1,2,133.43,794
1709,enhanced,better,2,2,0.96,794
1710,glad,pleased,1,1,171.37,28.53
1711,delighted,pleased,3,1,12.94,28.53
1712,dishonest,disingenuous,3,5,2.59,0.14
1713,dishonest,deceitful,3,3,2.59,1.14
1714,dishonest,untrustworthy,3,4,2.59,0.41
1715,electric,electrical,3,4,17.14,8.63
1716,electric,magnetic,3,3,17.14,4.22
1717,last,farthest,1,2,723.1,0.82
1718,last,late,1,1,723.1,269.73
1719,deceased,late,2,1,6.29,269.73
1720,overdue,late,3,1,2.9,269.73
1721,previous,late,3,1,9.49,269.73
1722,recent,late,2,1,13.12,269.73
1723,last,net,1,1,723.1,15.55
1724,ready,easy,2,2,387.8,265.71
1725,easygoing,easy,4,2,0.43,265.71
1726,ready,apt,2,1,387.8,1.75
1727,ready,willing,2,2,387.8,49.25
1728,pregnant,willing,2,2,52.02,49.25
1729,ready,cheerful,2,2,387.8,3.73
1730,ready,fitted,2,2,387.8,1.75
1731,ready,near,2,1,387.8,83.1
1732,adjacent,near,3,1,1.33,83.1
1733,definite,particular,3,4,6.16,27.9
1734,accurate,particular,3,4,7.84,27.9
1735,proper,particular,2,4,25.27,27.9
1736,respective,particular,3,4,0.8,27.9
1737,detailed,particular,2,4,3.92,27.9
1738,simple,uncomplicated,2,5,89.31,0.61
1739,simple,homogenous,2,4,89.31,0.04
1740,similar,homogenous,3,4,13.63,0.04
1741,simple,harmless,2,2,89.31,8.65
1742,inoffensive,harmless,4,2,0.24,8.65
1743,infectious,contagious,3,3,1.27,3.33
1744,antiquated,obsolete,4,3,0.55,1.92
1745,worthy,noble,2,2,10.33,14.59
1746,sublime,noble,2,2,1.45,14.59
1747,heroic,noble,3,2,4.59,14.59
1748,generous,noble,3,2,16.71,14.59
1749,dignified,noble,3,2,2.69,14.59
1750,worthy,virtuous,2,3,10.33,1.73
1751,alone,solitary,2,4,308.53,3.41
1752,lonely,solitary,2,4,41.67,3.41
1753,private,solitary,2,4,75.96,3.41
1754,sole,solitary,1,4,5.25,3.41
1755,alone,desolate,2,3,308.53,0.98
1756,senseless,pointless,2,2,2.57,3.59
1757,peaceful,passive,2,2,11.24,2.18
1758,handsome,attractive,2,3,33.02,24.63
1759,handsome,convenient,2,3,33.02,8.55
1760,handsome,comely,2,2,33.02,0.37
1761,distressed,worried,2,2,1.39,94.73
1762,naughty,mischievous,2,3,10.25,0.43
1763,difficult,cumbersome,3,3,60.16,0.29
1764,difficult,laborious,3,4,60.16,0.12
1765,cool,cold,1,1,195.88,130.16
1766,icy,cold,2,1,2.65,130.16
1767,chilling,cold,2,1,1.61,130.16
1768,unfeeling,cold,3,1,0.65,130.16
1769,unemotional,cold,5,1,0.2,130.16
1770,inhuman,cold,3,1,1.78,130.16
1771,theoretical,ideal,5,2,1.86,7.33
1772,furnished,equipped,2,2,1.22,4.25
1773,armed,equipped,1,2,22.82,4.25
1774,virgin,new,2,1,18.84,723.78
1775,large,diffuse,1,2,41.45,0.98
1776,large,gigantic,1,3,41.45,3.73
1777,large,plentiful,1,3,41.45,0.29
1778,barbarous,ignorant,3,3,0.22,6.25
1779,unaware,ignorant,3,3,2.35,6.25
1780,barbarous,foreign,3,2,0.22,22.29
1781,unrelated,foreign,4,2,1.06,22.29
1782,barbarian,foreign,4,2,1.8,22.29
1783,outlandish,foreign,3,2,0.33,22.29
1784,crude,vulgar,1,2,3.04,3.27
1785,common,vulgar,2,2,44.61,3.27
1786,dumb,vulgar,1,2,46.96,3.27
1787,crude,gross,1,1,3.04,15.27
1788,crude,primitive,1,3,3.04,5.16
1789,original,primitive,4,3,28.24,5.16
1790,aboriginal,primitive,5,3,0.18,5.16
1791,archaic,primitive,3,3,0.69,5.16
1792,allowable,permissible,4,4,0.1,0.45
1793,amusing,witty,3,2,9.2,3.2
1794,sparkling,witty,2,2,2,3.2
1795,humorous,witty,3,2,1.47,3.2
1796,cultural,ethnic,3,2,3.96,1.78
1797,accurate,correct,3,2,7.84,44.94
1798,nice,correct,1,2,649.51,44.94
1799,inept,clumsy,2,2,0.84,5.39
1800,median,average,3,3,0.39,16.65
1801,mediocre,average,4,3,1.39,16.65
1802,thriving,prosperous,2,3,1.22,1.25
1803,easy,prosperous,2,3,265.71,1.25
1804,steadfast,resolute,2,3,0.43,0.61
1805,determined,resolute,3,3,13.16,0.61
1806,regional,local,3,2,3.12,41.73
1807,sectional,local,3,2,0.27,41.73
1808,aghast,shocked,2,1,0.14,11.73
1809,brutal,merciless,2,3,7.35,1.2
1810,brutal,barbaric,2,3,7.35,1.41
1811,uncivilized,barbaric,4,3,0.69,1.41
1812,brutal,unfeeling,2,3,7.35,0.65
1813,callous,unfeeling,2,3,0.98,0.65
1814,brutal,unrelenting,2,4,7.35,0.45
1815,brutal,barbarous,2,3,7.35,0.22
1816,ferocious,barbarous,3,3,1.55,0.22
1817,brutal,bestial,2,2,7.35,0.14
1818,frightened,terrified,2,3,23.25,9.57
1819,solitary,individual,4,5,3.41,11.69
1820,integral,individual,3,5,0.73,11.69
1821,peculiar,individual,3,5,7.55,11.69
1822,separate,individual,3,5,21.71,11.69
1823,inseparable,individual,5,5,1,11.69
1824,respective,individual,3,5,0.8,11.69
1825,homeless,stateless,2,2,10.65,0.14
1826,polite,civil,2,2,13.94,15.94
1827,royal,imperial,2,4,23.24,2.47
1828,purple,imperial,2,4,12.33,2.47
1829,royal,purple,2,2,23.24,12.33
1830,assorted,various,3,3,0.96,8.94
1831,sundry,various,2,3,0.25,8.94
1832,diverse,various,2,3,0.76,8.94
1833,versatile,various,3,3,0.94,8.94
1834,miscellaneous,various,5,3,0.43,8.94
1835,nimble,swift,2,1,0.59,3.86
1836,nimble,agile,2,2,0.59,0.39
1837,natural,characteristic,3,5,42.35,1.18
1838,natural,lifelike,3,2,42.35,0.61
1839,natural,aboriginal,3,5,42.35,0.18
1840,natural,accustomed,3,3,42.35,2.92
1841,natural,regular,3,3,42.35,33.86
1842,normal,regular,2,3,70.37,33.86
1843,uniform,regular,3,3,24.82,33.86
1844,symmetrical,regular,4,3,0.59,33.86
1845,natural,native,3,2,42.35,8.25
1846,genuine,native,3,2,8.2,8.25
1847,mathematical,accurate,5,3,1.59,7.84
1848,nice,accurate,1,3,649.51,7.84
1849,narrow,accurate,2,3,7.02,7.84
1850,tart,sour,1,2,2.39,5.82
1851,bitter,sour,2,2,11.14,5.82
1852,sharp,sour,1,2,23.78,5.82
1853,first,pristine,1,2,840.57,0.76
1854,original,pristine,4,2,28.24,0.76
1855,first,maiden,1,2,840.57,5.53
1856,first,inaugural,1,4,840.57,0.39
1857,first,principal,1,3,840.57,13.75
1858,daring,adventurous,2,4,4.2,1.22
1859,foul,filthy,1,2,14.47,16.43
1860,impure,filthy,2,2,0.8,16.43
1861,optic,optical,2,3,1.02,1.1
1862,disgraceful,shameful,3,2,1.82,1.92
1863,formal,ceremonial,2,5,8.31,1.37
1864,bitter,pungent,2,2,11.14,0.39
1865,grim,relentless,1,3,4.78,1.55
1866,grim,unforgiving,1,4,4.78,0.51
1867,unwanted,undesirable,3,5,1.37,0.65
1868,firm,unwavering,1,4,35.27,0.37
1869,TRUE,unwavering,1,4,253.35,0.37
1870,normal,perpendicular,2,5,70.37,0.2
1871,normal,typical,2,3,70.37,12.59
1872,figurative,typical,4,3,0.08,12.59
1873,conventional,typical,4,3,3.04,12.59
1874,characteristic,typical,5,3,1.18,12.59
1875,symbolic,typical,3,3,1.55,12.59
1876,charitable,benevolent,4,4,2.04,0.73
1877,expensive,extravagant,3,4,27.94,1.45
1878,common,national,2,3,44.61,38.16
1879,common,profane,2,2,44.61,0.55
1880,common,frequent,2,2,44.61,2.75
1881,common,commonplace,2,3,44.61,0.78
1882,trite,commonplace,1,3,0.78,0.78
1883,common,customary,2,4,44.61,2.18
1884,ordinary,customary,4,4,19.08,2.18
1885,common,universal,2,4,44.61,5.86
1886,exclusive,sole,3,1,7.8,5.25
1887,individual,same,5,1,11.69,417.18
1888,homogeneous,same,5,1,0.06,417.18
1889,identical,same,4,1,5.53,417.18
1890,disconnected,disjointed,4,3,3.12,0.16
1891,disconnected,fragmented,4,3,3.12,0.25
1892,reluctant,unwilling,3,3,2.51,1.16
1893,dissimilar,different,4,3,0.25,209.53
1894,distinct,different,2,3,3.04,209.53
1895,unlike,different,2,3,10.39,209.53
1896,internal,inherent,3,3,9.84,0.59
1897,constitutional,inherent,5,3,2.2,0.59
1898,internal,inside,3,2,9.84,211.27
1899,excellent,prime,3,1,52.71,18.29
1900,horrific,terrible,3,3,1.37,94.02
1901,awful,terrible,2,3,63.41,94.02
1902,tragic,terrible,2,3,12.24,94.02
1903,integral,intact,3,2,0.73,6.35
1904,physical,medicinal,3,4,27.18,0.61
1905,curative,medicinal,3,4,0.22,0.61
1906,figurative,representative,4,5,0.08,5.29
1907,thick,extreme,1,2,13.98,10.94
1908,final,extreme,2,2,49.67,10.94
1909,definitive,conclusive,4,3,1.94,1.2
1910,definitive,final,4,2,1.94,49.67
1911,terminal,final,3,2,7.65,49.67
1912,conclusive,final,3,2,1.2,49.67
1913,constitutional,organic,5,3,2.2,4.31
1914,structural,organic,3,3,1.82,4.31
1915,wet,useless,1,2,39.22,19.94
1916,worthless,useless,2,2,9.27,19.94
1917,idle,useless,2,2,2.76,19.94
1918,tender,fond,2,1,8.88,12.33
1919,TRUE,reliable,1,4,253.35,5.9
1920,dependable,reliable,4,4,1.67,5.9
1921,sure,reliable,1,4,1099.82,5.9
1922,truthful,reliable,2,4,2.14,5.9
1923,TRUE,truthful,1,2,253.35,2.14
1924,TRUE,honest,1,2,253.35,72.33
1925,trustworthy,honest,3,2,1.84,72.33
1926,righteous,honest,2,2,3.92,72.33
1927,lavish,wasteful,2,2,0.76,0.59
1928,terrific,tremendous,3,3,41.92,8.45
1929,enormous,tremendous,3,3,10.31,8.45
1930,terrific,fantastic,3,3,41.92,39.78
1931,whimsical,fantastic,3,3,0.78,39.78
1932,devoid,empty,2,2,0.71,47.24
1933,worthless,empty,2,2,9.27,47.24
1934,blank,empty,1,2,9.71,47.24
1935,barren,empty,2,2,1.47,47.24
1936,original,primal,4,2,28.24,1.14
1937,original,primary,4,3,28.24,8.71
1938,prime,primary,1,3,18.29,8.71
1939,remote,primary,2,3,13.98,8.71
1940,principal,primary,3,3,13.75,8.71
1941,original,radical,4,3,28.24,4.27
1942,aboriginal,indigenous,5,4,0.18,1.12
1943,endemic,indigenous,3,4,0.14,1.12
1944,productive,fruitful,3,2,2.41,0.92
1945,fertile,fruitful,2,2,1.57,0.92
1946,pragmatic,functional,3,3,0.59,2.73
1947,operative,functional,4,3,3.25,2.73
1948,pragmatic,philosophical,3,5,0.59,1.59
1949,unified,integrated,3,4,1.16,1.08
1950,limitless,infinite,3,3,0.71,3.49
1951,studious,bookish,3,2,0.12,0.18
1952,impatient,irritable,3,4,4.04,1.45
1953,sound,profound,1,2,143.39,4.18
1954,solid,profound,2,2,19.57,4.18
1955,sound,unharmed,1,2,143.39,1.51
1956,sound,safe,1,1,143.39,143.2
1957,neat,finished,1,2,12.45,83.71
1958,peculiar,odd,3,1,7.55,24.04
1959,eccentric,odd,3,1,3.51,24.04
1960,peculiar,specific,3,3,7.55,17.8
1961,independent,exclusive,4,3,9.35,7.8
1962,independent,sovereign,4,2,9.35,2.51
1963,autonomous,sovereign,4,2,0.22,2.51
1964,contentious,litigious,3,3,0.18,0.25
1965,golden,lucky,2,2,23.27,143.45
1966,continuous,extended,4,3,1.92,4.18
1967,acidic,acid,3,2,0.22,9.96
1968,pregnant,significant,2,4,52.02,6.49
1969,relevant,significant,3,4,5.61,6.49
1970,fast,reckless,1,2,137.45,4.92
1971,rich,fertile,1,2,80.39,1.57
1972,rich,gorgeous,1,2,80.39,24.06
1973,rich,bountiful,1,3,80.39,0.76
1974,same,unchanged,1,2,417.18,0.71
1975,same,identical,1,4,417.18,5.53
1976,synonymous,identical,4,4,0.55,5.53
1977,same,similar,1,3,417.18,13.63
1978,distinct,marked,2,1,3.04,10.73
1979,conventional,artificial,4,4,3.04,4.82
1980,manly,male,2,1,4.04,33.94
1981,masculine,male,3,1,2.45,33.94
1982,manly,masculine,2,3,4.04,2.45
1983,trustworthy,ethical,3,3,1.84,2.73
1984,ambitious,audacious,3,3,4.76,0.51
1985,athletic,acrobatic,3,4,3.86,0.24
1986,loose,vague,1,1,41.78,4.53
1987,undefined,vague,3,1,0.2,4.53
1988,visible,visual,3,3,4.96,11.49
1989,shiny,glossy,2,2,7.8,0.47
1990,lustrous,glossy,2,2,0.29,0.47
1991,easy,manageable,2,4,265.71,0.63
1992,easy,easygoing,2,4,265.71,0.43
1993,joint,combined,1,2,27.55,4.14
1994,joint,concurrent,1,3,27.55,0.22
1995,joint,concerted,1,3,27.55,0.06
1996,stocky,stout,2,1,0.18,1.04
1997,insignificant,trivial,5,3,2.63,1.82
1998,superficial,trivial,4,3,2.9,1.82
1999,unequal,unfair,3,2,0.2,9.84
2000,unjust,unfair,2,2,1.16,9.84
2001,shameful,disgraceful,2,3,1.92,1.82
2002,triumphant,victorious,3,4,1.37,1.29
2003,apparent,ostensible,3,4,4.22,0.06
2004,threefold,twofold,2,2,0.1,0.16
2005,absolute,arbitrary,3,4,11.31,1.02
2006,absolute,ultimate,3,3,11.31,9.02
2007,satisfactory,acceptable,4,4,3,5.27
2008,ordinary,mediocre,4,4,19.08,1.39
2009,lackluster,mediocre,3,4,0.12,1.39
2010,dramatic,melodramatic,3,5,9.78,1.22
2011,sensational,melodramatic,4,5,4.02,1.22
2012,dramatic,scenic,3,2,9.78,1.04
2013,primary,immediate,3,4,8.71,11.2
2014,near,immediate,1,4,83.1,11.2
2015,sharp,gritty,1,2,23.78,0.45
2016,sharp,clever,1,2,23.78,27.27
2017,adroit,clever,2,2,0.12,27.27
